codice,descrizione,nd,nd1
1723,Fabbricazione di prodotti cartotecnici,,
17230,Fabbricazione di prodotti cartotecnici,,
172301,Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attività di stampa non è la principale caratteristica,,
172309,Fabbricazione di altri prodotti cartotecnici,,
1724,Fabbricazione di carta da parati,,
17240,Fabbricazione di carta da parati,,
172400,Fabbricazione di carta da parati,,
1729,Fabbricazione di altri articoli di carta e cartone,,
17290,Fabbricazione di altri articoli di carta e cartone,,
172900,Fabbricazione di altri articoli di carta e cartone,,
18,STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI,,
181,STAMPA E SERVIZI CONNESSI ALLA STAMPA,,
1811,Stampa di giornali,,
18110,Stampa di giornali,,
181100,Stampa di giornali,,
1812,Altra stampa,,
18120,Altra stampa,,
181200,Altra stampa,,
1813,Lavorazioni preliminari alla stampa e ai media,,
18130,Lavorazioni preliminari alla stampa e ai media,,
181300,Lavorazioni preliminari alla stampa e ai media,,
1814,Legatoria e servizi connessi,,
18140,Legatoria e servizi connessi,,
181400,Legatoria e servizi connessi,,
182,RIPRODUZIONE DI SUPPORTI REGISTRATI,,
1820,Riproduzione di supporti registrati,,
18200,Riproduzione di supporti registrati,,
182000,Riproduzione di supporti registrati,,
19,FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO,,
191,FABBRICAZIONE DI PRODOTTI DI COKERIA,,
1910,Fabbricazione di prodotti di cokeria,,
19100,Fabbricazione di prodotti di cokeria,,
191001,Fabbricazione di pece e coke di pece,,
191009,Fabbricazione di altri prodotti di cokeria,,
192,FABBRICAZIONE DI PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO,,
1920,Fabbricazione di prodotti derivanti dalla raffinazione del petrolio,,
19201,Raffinerie di petrolio,,
192010,Raffinerie di petrolio,,
19202,Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica),,
192020,Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica),,
19203,Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento,,
192030,Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento,,
19204,"Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale",,
192040,"Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale",,
19209,Fabbricazione di altri prodotti petroliferi raffinati,,
192090,Fabbricazione di altri prodotti petroliferi raffinati,,
20,FABBRICAZIONE DI PRODOTTI CHIMICI,,
201,"FABBRICAZIONE DI PRODOTTI CHIMICI DI BASE, DI FERTILIZZANTI E COMPOSTI AZOTATI, DI MATERIE PLASTICHE E GOMMA SINTETICA IN FORME PRIMARIE",,
2011,Fabbricazione di gas industriali,,
20110,Fabbricazione di gas industriali,,
201100,Fabbricazione di gas industriali,,
2012,Fabbricazione di coloranti e pigmenti,,
20120,Fabbricazione di coloranti e pigmenti,,
201200,Fabbricazione di coloranti e pigmenti,,
2013,Fabbricazione di altri prodotti chimici di base inorganici,,
20130,Fabbricazione di altri prodotti chimici di base inorganici,,
201301,Fabbricazione di uranio e torio arricchito,,
201309,Fabbricazione di altri prodotti chimici di base inorganici,,
2014,Fabbricazione di altri prodotti chimici di base organici,,
20140,Fabbricazione di altri prodotti chimici di base organici,,
201401,Fabbricazione di alcol etilico da materiali fermentati,,
201409,Fabbricazione di altri prodotti chimici di base organici nca,,
2015,Fabbricazione di fertilizzanti e composti azotati,,
20150,Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost),,
201500,Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost),,
2016,Fabbricazione di materie plastiche in forme primarie,,
20160,Fabbricazione di materie plastiche in forme primarie,,
201600,Fabbricazione di materie plastiche in forme primarie,,
2017,Fabbricazione di gomma sintetica in forme primarie,,
20170,Fabbricazione di gomma sintetica in forme primarie,,
201700,Fabbricazione di gomma sintetica in forme primarie,,
202,FABBRICAZIONE DI AGROFARMACI E DI ALTRI PRODOTTI CHIMICI PER L'AGRICOLTURA,,
2020,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura,,
20200,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi),,
202000,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi),,
203,"FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI)",,
2030,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,
20300,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,
203000,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,
204,"FABBRICAZIONE DI SAPONI E DETERGENTI, DI PRODOTTI PER LA PULIZIA E LA LUCIDATURA, DI PROFUMI E COSMETICI",,
2041,"Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura",,
20411,"Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)",,
204110,"Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)",,
20412,Fabbricazione di specialità chimiche per uso domestico e per manutenzione,,
204120,Fabbricazione di specialità chimiche per uso domestico e per manutenzione,,
2042,Fabbricazione di profumi e cosmetici,,
20420,"Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili",,
204200,"Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili",,
205,FABBRICAZIONE DI ALTRI PRODOTTI CHIMICI,,
2051,Fabbricazione di esplosivi,,
20510,Fabbricazione di esplosivi,,
205101,Fabbricazione di fiammiferi,,
205102,Fabbricazione di articoli esplosivi,,
2052,Fabbricazione di colle,,
20520,Fabbricazione di colle,,
205200,Fabbricazione di colle,,
2053,Fabbricazione di oli essenziali,,
20530,Fabbricazione di oli essenziali,,
205300,Fabbricazione di oli essenziali,,
2059,Fabbricazione di prodotti chimici nca,,
20591,Fabbricazione di prodotti chimici per uso fotografico,,
205910,Fabbricazione di prodotti chimici per uso fotografico,,
20592,Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali,,
205920,Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali,,
20593,Trattamento chimico degli acidi grassi,,
205930,Trattamento chimico degli acidi grassi,,
20594,Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo),,
205940,Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo),,
20595,Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale,,
205950,Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale,,
20596,Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio,,
205960,Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio,,
20597,"Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici",,
205970,"Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici",,
20599,Fabbricazione di altri prodotti chimici nca,,
205990,Fabbricazione di altri prodotti chimici nca,,
206,FABBRICAZIONE DI FIBRE SINTETICHE E ARTIFICIALI,,
2060,Fabbricazione di fibre sintetiche e artificiali,,
20600,Fabbricazione di fibre sintetiche e artificiali,,
206000,Fabbricazione di fibre sintetiche e artificiali,,
21,FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI,,
211,FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE,,
2110,Fabbricazione di prodotti farmaceutici di base,,
21100,Fabbricazione di prodotti farmaceutici di base,,
211000,Fabbricazione di prodotti farmaceutici di base,,
212,FABBRICAZIONE DI MEDICINALI E PREPARATI FARMACEUTICI,,
2120,Fabbricazione di medicinali e preparati farmaceutici,,
21200,Fabbricazione di medicinali e preparati farmaceutici,,
212001,Fabbricazione di sostanze diagnostiche radioattive in vivo,,
212009,Fabbricazione di medicinali ed altri preparati farmaceutici,,
22,FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE,,
221,FABBRICAZIONE DI ARTICOLI IN GOMMA,,
2211,Fabbricazione di pneumatici e camere d'aria; rigenerazione e ricostruzione di pneumatici,,
22111,Fabbricazione di pneumatici e di camere d'aria,,
221110,Fabbricazione di pneumatici e di camere d'aria,,
22112,Rigenerazione e ricostruzione di pneumatici,,
221120,Rigenerazione e ricostruzione di pneumatici,,
2219,Fabbricazione di altri prodotti in gomma,,
22190,Fabbricazione di altri prodotti in gomma,,
221901,Fabbricazione di suole di gomma e altre parti in gomma per calzature,,
221909,Fabbricazione di altri prodotti in gomma nca,,
222,FABBRICAZIONE DI ARTICOLI IN MATERIE PLASTICHE,,
2221,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,
22210,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,
222100,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,
2222,Fabbricazione di imballaggi in materie plastiche,,
22220,Fabbricazione di imballaggi in materie plastiche,,
222200,Fabbricazione di imballaggi in materie plastiche,,
2223,Fabbricazione di articoli in plastica per l'edilizia,,
22230,Fabbricazione di articoli in plastica per l'edilizia,,
222301,"Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera)",,
222302,"Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia",,
222309,Fabbricazione di altri articoli in plastica per l'edilizia,,
2229,Fabbricazione di altri articoli in materie plastiche,,
22290,Fabbricazione di altri articoli in materie plastiche,,
222901,Fabbricazione di parti in plastica per calzature,,
222902,Fabbricazione di oggetti per l'ufficio e la scuola in plastica,,
222909,Fabbricazione di altri articoli in materie plastiche nca,,
23,FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI,,
231,FABBRICAZIONE DI VETRO E DI PRODOTTI IN VETRO,,
2311,Fabbricazione di vetro piano,,
23110,Fabbricazione di vetro piano,,
231100,Fabbricazione di vetro piano,,
2312,Lavorazione e trasformazione del vetro piano,,
23120,Lavorazione e trasformazione del vetro piano,,
231200,Lavorazione e trasformazione del vetro piano,,
2313,Fabbricazione di vetro cavo,,
23130,Fabbricazione di vetro cavo,,
231300,Fabbricazione di vetro cavo,,
2314,Fabbricazione di fibre di vetro,,
23140,Fabbricazione di fibre di vetro,,
231400,Fabbricazione di fibre di vetro,,
2319,"Fabbricazione e lavorazione di altro vetro (incluso vetro per usi tecnici), lavorazione di vetro cavo",,
23191,"Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia",,
231910,"Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia",,
23192,Lavorazione di vetro a mano e a soffio artistico,,
231920,Lavorazione di vetro a mano e a soffio artistico,,
23199,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),,
231990,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),,
232,FABBRICAZIONE DI PRODOTTI REFRATTARI,,
2320,Fabbricazione di prodotti refrattari,,
23200,Fabbricazione di prodotti refrattari,,
232000,Fabbricazione di prodotti refrattari,,
233,FABBRICAZIONE DI MATERIALI DA COSTRUZIONE IN TERRACOTTA,,
2331,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti ,,
23310,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,,
233100,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti,,
2332,"Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta",,
23320,"Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta",,
233200,"Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta",,
234,FABBRICAZIONE DI ALTRI PRODOTTI IN PORCELLANA E IN CERAMICA,,
2341,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,,
23410,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,,
234100,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,,
2342,Fabbricazione di articoli sanitari in ceramica,,
23420,Fabbricazione di articoli sanitari in ceramica,,
234200,Fabbricazione di articoli sanitari in ceramica,,
2343,Fabbricazione di isolatori e di pezzi isolanti in ceramica,,
23430,Fabbricazione di isolatori e di pezzi isolanti in ceramica,,
234300,Fabbricazione di isolatori e di pezzi isolanti in ceramica,,
2344,Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale,,
23440,Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale,,
234400,Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale,,
2349,Fabbricazione di altri prodotti in ceramica,,
23490,Fabbricazione di altri prodotti in ceramica,,
234900,Fabbricazione di altri prodotti in ceramica,,
235,"PRODUZIONE DI CEMENTO, CALCE E GESSO",,
2351,Produzione di cemento,,
23510,Produzione di cemento,,
235100,Produzione di cemento,,
2352,Produzione di calce e gesso,,
23521,Produzione di calce,,
235210,Produzione di calce,,
23522,Produzione di gesso,,
235220,Produzione di gesso,,
236,"FABBRICAZIONE DI PRODOTTI IN CALCESTRUZZO, CEMENTO E GESSO",,
2361,Fabbricazione di prodotti in calcestruzzo per l'edilizia,,
23610,Fabbricazione di prodotti in calcestruzzo per l'edilizia,,
236100,Fabbricazione di prodotti in calcestruzzo per l'edilizia,,
2362,Fabbricazione di prodotti in gesso per l'edilizia,,
23620,Fabbricazione di prodotti in gesso per l'edilizia,,
236200,Fabbricazione di prodotti in gesso per l'edilizia,,
2363,Produzione di calcestruzzo pronto per l'uso,,
23630,Produzione di calcestruzzo pronto per l'uso,,
236300,Produzione di calcestruzzo pronto per l'uso,,
2364,Produzione di malta,,
23640,Produzione di malta,,
236400,Produzione di malta,,
2365,Fabbricazione di prodotti in fibrocemento,,
23650,Fabbricazione di prodotti in fibrocemento,,
236500,Fabbricazione di prodotti in fibrocemento,,
2369,"Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento",,
23690,"Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento",,
236900,"Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento",,
237,"TAGLIO, MODELLATURA E FINITURA DI PIETRE",,
2370,"Taglio, modellatura e finitura di pietre",,
23701,Segagione e lavorazione delle pietre e del marmo,,
237010,Segagione e lavorazione delle pietre e del marmo,,
23702,"Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico",,
237020,"Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico",,
23703,Frantumazione di pietre e minerali vari non in connessione con l'estrazione,,
237030,Frantumazione di pietre e minerali vari non in connessione con l'estrazione,,
239,FABBRICAZIONE DI PRODOTTI ABRASIVI E DI PRODOTTI IN MINERALI NON METALLIFERI NCA,,
2391,Produzione di prodotti abrasivi,,
23910,Produzione di prodotti abrasivi,,
239100,Produzione di prodotti abrasivi,,
2399,Fabbricazione di altri prodotti in minerali non metalliferi nca,,
23990,Fabbricazione di altri prodotti in minerali non metalliferi nca,,
239900,Fabbricazione di altri prodotti in minerali non metalliferi nca,,
24,METALLURGIA,,
241,SIDERURGIA,,
2410,Siderurgia,,
24100,"Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe",,
241000,"Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe",,
242,"FABBRICAZIONE DI TUBI, CONDOTTI, PROFILATI CAVI E RELATIVI ACCESSORI IN ACCIAIO (ESCLUSI QUELLI IN ACCIAIO COLATO)",,
2420,"Fabbricazione di tubi, condotti, profilati cavi e relativi accessori in acciaio (esclusi quelli in acciaio colato)",,
24201,Fabbricazione di tubi e condotti senza saldatura,,
242010,Fabbricazione di tubi e condotti senza saldatura,,
24202,Fabbricazione di tubi e condotti saldati e simili,,
